text,label
"Trump Jr. said this on a day nearly 1,000 died of Covid-19
https://t.co/xYBbzCOXnr",1
RT @samsondenver: American Medical Association Rips Donald Trump for Claiming Doctors Profit From COVID-19 Deaths - Doctors are risking the…,1
RT @eluniversocom: Primer ministro británico ordena nuevo confinamiento en Inglaterra ante repunte de COVID-19 ► https://t.co/81Zi53njI8 ht…,1
"Con un  #PactoComunitario y el compromiso de todas y todos #EnPueblaSíPodemos.
 Trabajemos en conjunto para detener al COVID-19.
¡#UsaCubrebocas! 
Infórmate💻https://t.co/j5cKFrXXAP https://t.co/MR4EeqVQuZ",1
#31Oct Venezuela alcanzó los 91.589 Casos con 309 contagios de Covid-19 #NucleoNoticias https://t.co/gp8HStfp6K,1
"Nueva York anunció que impondrá el testeo de COVID-19 obligatorio para quienes quieran entrar al estado. Si la prueba resulta negativa podrán circular con tranquilidad, en cambio, si es positiva, tendrán que aislarse durante dos semanas, informó el gobernador Andrew Cuomo. https://t.co/0k7exqOLYO",1
"#COVID19 Al superar las enfermedades del corazón, diabetes, cáncer y derrames cerebrales, el Covid-19 se ha convertido en la principal causa de muertes en 2020. https://t.co/tI7SQi9QKD",1
"Editorial: Democracy has proven stronger than COVID-19, and it appears as if the collective will of voters to have their say in 2020 will lead to a turnout that may be considered historic. https://t.co/4caEF0pxc1",1
"Secretário de Educação do DF reage bem a tratamento contra embolia pulmonar

Com Covid-19, Leandro Cruz segue internado no Hospital Santa Luzia e tem quadro estável, segundo informou boletim médico deste sábado
https://t.co/9XQYwRVY41",1
"Between Republicans rewriting rules and COVID-19, there’s a real potential for historic levels of voter suppression. @natthedem and Himani take a look at some states where voter suppression efforts are already at work. https://t.co/Kwz1TTGLvY https://t.co/NyCHNe4dKv",1
"Internado desde el 31 de marzo, Nick Cordero despertó del coma tras sus complicaciones por COVID-19. En la nota de @Notimex replicada por Excélsior te contamos su estado tras una amputación, un marcapasos, hongos en los pulmones y una infección séptica 
https://t.co/LDOSOEL6XH",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"YAMARANGUILA CUENTA CON CENTRO DE TRIAJE

Hasta el municipio de Yamaranquila, en el departamento de Intibucá, cuenta ya con su Centro de Triaje para la detección temprana del Covid-19, gracias al Proyecto Fuerza Honduras, que apoya fuertemente la SEDECOAS. 
#HondurasConHechos https://t.co/gJ6rk5mt8h",1
"Terima kasih kepada rakyat Malaysia yang sentiasa mematuhi SOP.

Teruskan bersemangat melawan COVID-19.
Kita teguh, kita pasti MENANG lagi 💪

#JaPenSabah #KitaJagaKita #KekalSelamat https://t.co/euc4Iln9FV",1
"With only two players unable to play because of COVID-19, FAU football cruised to a home win https://t.co/6PWLdnGtl3",1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
"#México |  Covid-19, cerca de superar a diabetes en mortandad https://t.co/B2kZF5Tu5w  #LaInformacionQueNosUne https://t.co/aY9scoiWHb",1
"RT @JmeBBK: Is there any country where the citizens are happy with the way their government are handling the COVID-19 situation?
Or are we…",1
RT @laSextaTV: Varios estudios afirman que algunos bebés recién nacidos cuyas madres tengan la COVID-19 pueden portar anticuerpos sin padec…,1
The Impact Of Covid-Related Stress On Employee Engagement https://t.co/F8mW0X4Pv6,1
"Non ho detto di no a un cocktail fluorescente e pieno di schiuma che in discoteca nel 2006 mi passò una tizia con gli occhi tipo serpente in overdose, pensate che direi di no a un vaccino per il Covid-19 che ha saltato qualche quisquilia burocratica? #COVIDー19",1
"“Unless we act, we could see deaths in this country running at several thousand a day,” said UK Prime Minister Boris Johnson, who was hospitalized earlier this year for a serious case of COVID-19. https://t.co/6erBDXTftJ",1
"RT @laradiodelsur: #30Oct @luchaalmada las últimas 24 horas, un total de 309 nuevos casos de COVID-19, de los cuales 273 son de transmisión…",1
"BUENAS NOTICIAS!😄

Carmelo sin casos activos de Covid-19

Tras un intenso mes de octubre finalmente todas las personas que cursaron la enfermedad se recuperaron.

En Colonia solo hay un activo, el militar llegado del Congo que está aisaldo en la capital departamental.",1
"We’re cracking 90,000+ new COVID-19 cases per day in this country and folks are currently hosting Halloween parties all over the place like it’s nothing.

Make it make sense.",1
"The Georgian elections took place in the context of reforms to the county's electoral system, intensifying conflict between neighboring Armenia and Azerbaijan over Nagorno-Karabakh, an economic crisis due to COVID-19, and polarization around political personalities.",1
"Now more than ever, it is important you do your part to protect our community from COVID-19. 

Ahora más que nunca, es importante que haga su parte para proteger a nuestra comunidad contra el COVID-19. 

https://t.co/me48pvhg0Q

#MasksAreMedicine #ProtectRivCo",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
"RT @ABC: What can voters do to minimize their risk of getting COVID-19 at the polls?
—Be prepared to come early and to wait outside as long…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"The vast majority of Montana counties aren’t taking Gov. Steve Bullock up on his offer to help pay for the enforcement of public health guidelines aimed at slowing a surge in COVID-19 cases. #mtnews
https://t.co/9rlTdusYQm",1
"RT @thehill: 18 Trump rallies have lead to 30,000 COVID-19 cases, 700 deaths: study https://t.co/uJgrQzz1Hb https://t.co/jaAz61Q872",1
@realDonaldTrump You didn’t fight for me.  You gave all the tax breaks to yourself and the rich. You didn’t protect me from COVID-19. You put your political re-election above the well being of the American people.,1
"Non ho detto di no a un cocktail fluorescente e pieno di schiuma che in discoteca nel 2006 mi passò una tizia con gli occhi tipo serpente in overdose, pensate che direi di no a un vaccino per il Covid-19 che ha saltato qualche quisquilia burocratica? #COVIDー19",1
Covid-19: #Austria and #Portugal denote restrictions https://t.co/m0AS80Diqn,1
"“Unless we act, we could see deaths in this country running at several thousand a day,” said UK Prime Minister Boris Johnson, who was hospitalized earlier this year for a serious case of COVID-19. https://t.co/6erBDXTftJ",1
"RT @laradiodelsur: #30Oct @luchaalmada las últimas 24 horas, un total de 309 nuevos casos de COVID-19, de los cuales 273 son de transmisión…",1
"State reports over 100 new COVID-19 cases in Erie County for second consecutive day
For the Western New York region, the positive rate for Thursday was 2.3 percent.
The ERIE COUNTY EXECUTIVE refuses to Identify the HOT SPOTS. CUOMO is a FAILURE.",1
"BUENAS NOTICIAS!😄

Carmelo sin casos activos de Covid-19

Tras un intenso mes de octubre finalmente todas las personas que cursaron la enfermedad se recuperaron.

En Colonia solo hay un activo, el militar llegado del Congo que está aisaldo en la capital departamental.",1
"We’re cracking 90,000+ new COVID-19 cases per day in this country and folks are currently hosting Halloween parties all over the place like it’s nothing.

Make it make sense.",1
"The Georgian elections took place in the context of reforms to the county's electoral system, intensifying conflict between neighboring Armenia and Azerbaijan over Nagorno-Karabakh, an economic crisis due to COVID-19, and polarization around political personalities.",1
"@nebulabots Santa Claus: What do you want for Christmas this year?
Me: A vaccin for Covid-19.
Santa Claus: ah come on, choose something more realistic...
Me: Hitting restock on @nebulabots !
Santa Claus: okay, a vaccin it is!
#TeamNebula 💜",1
"Now more than ever, it is important you do your part to protect our community from COVID-19. 

Ahora más que nunca, es importante que haga su parte para proteger a nuestra comunidad contra el COVID-19. 

https://t.co/me48pvhg0Q

#MasksAreMedicine #ProtectRivCo",1
"RT @JoeBiden: President Trump still has no plan to address COVID-19.

He quit on you, on your family, on America. He just wants us to grow…",1
«Устали легкие дышать»: инфицированный COVID-19 Иван Краско о своем состоянии - https://t.co/HwJNbqUaln,1
"RT @ABC: What can voters do to minimize their risk of getting COVID-19 at the polls?
—Be prepared to come early and to wait outside as long…",1
"SOMOS MILICIA BOLIVARIANA
#30Oct Milician@s del #Eje5, REDI Los Llanos y Comando de Medios de Milicia para la ZODI 31 ,ADI 314 JIWI, en APDI @sanfernando1,se mantienen en constante despliegue en el mercado Municipal, en la lucha contra el Covid-19.
 #6DVictoriaPerfecta https://t.co/VVw5ziK6Aw",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"The vast majority of Montana counties aren’t taking Gov. Steve Bullock up on his offer to help pay for the enforcement of public health guidelines aimed at slowing a surge in COVID-19 cases. #mtnews
https://t.co/9rlTdusYQm",1
"@realDonaldTrump You had your chance to make good on those promises and failed massively. 9.4 million cases of Covid-19 and 236k dead. Adios to you, the Liar in Chief!",1
"RT @NPR: At over 9 million cases, the U.S. leads the world's COVID-19 crisis. Find a country-by-country breakdown of new and total cases he…",1
"October was Domestic Violence Awareness/Action month, this month was all about bringing awareness to the issue and supporting victims. But action doesn't end here, DV cases has been on the rise since COVID-19. How can we help? It starts with educating ourselves on the issue. https://t.co/irYevlp6NY",1
"""There was no ICU bed for Doug Raysby when he went to the hospital with COVID-19. But South Dakota’s anti-mask governor somehow thinks she’s setting an example for the nation,"" says Michael Daly. https://t.co/YUgQfJNzhP",1
Study: Trump rallies may be responsible for an estimated 700 Covid-19 deaths https://t.co/AGyqgCAyG6,1
"RT @cnni: Patty Stallworth has been in the hospital for 13 days. Her husband, Ron Stallworth, is also battling Covid-19. He infiltrated the…",1
"@ZahirIbrahim Hi Zahir, we note the Prime Minister’s announcement of a new national lockdown for England to slow the spread of Covid-19.  Like other businesses, we are assessing the new information and we will keep our customers updated on any changes to their travel plans. Amy",1
"COVID-19 safety measures are in place to protect everyone at testing sites and flu clinics. Please wear your face mask &amp; maintain physical distance from anyone you don’t live with. COVID-19 testing appointment: https://t.co/i8J5SyZCgW 
@CHEAC @AlamedaCounty #BeWell #beatcovid https://t.co/2CJadq1Acc",1
"RT @jkenney: Corbella: Save the fearmongering for Halloween and follow the science on COVID-19

https://t.co/q3gNRX48w5",1
"@realDonaldTrump You had your chance to make good on those promises and failed massively. 9.4 million cases of Covid-19 and 236k dead. Adios to you, the Liar in Chief!",1
"RT @influenzer3: ●ビタミンDとSARS-CoV-2に対する感染防御効果がある？
→一般母集団に比べてCOVID-19罹患者では有意にビタミンDが低かったという結果です。
しかし、入院患者を母集団とすると予後という点ではビタミンDレベルは大きな違いが出ませんでし…",1
"RT @NPR: At over 9 million cases, the U.S. leads the world's COVID-19 crisis. Find a country-by-country breakdown of new and total cases he…",1
"RT @anjayaaTOI: Nagpur: Taking serious cognizance of TOI's report, 275 Covid-19 deaths registered in city between July and October were rec…",1
"""There was no ICU bed for Doug Raysby when he went to the hospital with COVID-19. But South Dakota’s anti-mask governor somehow thinks she’s setting an example for the nation,"" says Michael Daly. https://t.co/YUgQfJNzhP",1
"RT @cnni: Patty Stallworth has been in the hospital for 13 days. Her husband, Ron Stallworth, is also battling Covid-19. He infiltrated the…",1
"@ZahirIbrahim Hi Zahir, we note the Prime Minister’s announcement of a new national lockdown for England to slow the spread of Covid-19.  Like other businesses, we are assessing the new information and we will keep our customers updated on any changes to their travel plans. Amy",1
"COVID-19 safety measures are in place to protect everyone at testing sites and flu clinics. Please wear your face mask &amp; maintain physical distance from anyone you don’t live with. COVID-19 testing appointment: https://t.co/i8J5SyZCgW 
@CHEAC @AlamedaCounty #BeWell #beatcovid https://t.co/2CJadq1Acc",1
"This year's Halloween just kind of sucks in general for a few reasons.

1. Covid-19 made shopping unappealing.
2. I thought I was gonna spend part of it with someone special and now I'm not.
3. Trick or Treat ban for my town.
4. It suddenly got hot again, wtf?",1
RT @FA: We acknowledge the government’s announcement today regarding COVID-19 restrictions and are awaiting further information before we c…,1
"According to researchers at the University of California, the risk of contracting COVID-19 from Halloween candy could be reduced to near zero if candy givers wash their hands and wash the candy packaging with dish soap, a new study found.​ https://t.co/Y9tBI0YLa2",1
"RT @mrtimlong: Today should have been my dear friend Adam's 53rd birthday. Instead, he was one of 230,000 Americans killed by Covid-19. Fuc…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
How The Whole Foods 2021 Trend List Fits Into A COVID-19 Coronavirus Reality https://t.co/9qki4Cf1jB,1
"RT @MSNBC: “This isn’t a sporting event—this is life or death,” fmr Pres. Obama says about Pres. Trump’s response to the Covid-19 pandemic…",1
"RT @lopezdoriga: Imparable el rebrote en Italia. 

Registró 31 mil 84 contagios de COVID-19 en las últimas 24 horas, el mayor aumento detec…",1
RT @mommatogo: What It’s Like To Fly During The COVID-19 Pandemic https://t.co/KSIBNAhx1K  #Travel #FamilyTravel #pandemicTravel,1
"#Análisis EE.UU. alcanza récord mundial de nuevos casos de covid-19; Trump culpa a los médicos

https://t.co/tt07C0lZgm https://t.co/CudlQGEMcb",1
"#Comunicado | Me encuentro en aislamiento preventivo porque mi compañero sentimental dio positivo para Covid-19, sin embargo acompañaré con mucha fuerza la llegada de la Peregrinación #PorLaVidaPorLaPaz. ¡Fuerza compañeros y compañeras! 🌹 https://t.co/r8sBIPeG3K",1
"This year's Halloween just kind of sucks in general for a few reasons.

1. Covid-19 made shopping unappealing.
2. I thought I was gonna spend part of it with someone special and now I'm not.
3. Trick or Treat ban for my town.
4. It suddenly got hot again, wtf?",1
RT @FA: We acknowledge the government’s announcement today regarding COVID-19 restrictions and are awaiting further information before we c…,1
"RT @axios: Eighteen Trump campaign rallies ""ultimately resulted"" in more than 30,000 incremental confirmed COVID-19 cases and ""likely led t…",1
"RT @mrtimlong: Today should have been my dear friend Adam's 53rd birthday. Instead, he was one of 230,000 Americans killed by Covid-19. Fuc…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
How The Whole Foods 2021 Trend List Fits Into A COVID-19 Coronavirus Reality https://t.co/9qki4Cf1jB,1
"RT @MSNBC: “This isn’t a sporting event—this is life or death,” fmr Pres. Obama says about Pres. Trump’s response to the Covid-19 pandemic…",1
"RT @lopezdoriga: Imparable el rebrote en Italia. 

Registró 31 mil 84 contagios de COVID-19 en las últimas 24 horas, el mayor aumento detec…",1
"#Análisis EE.UU. alcanza récord mundial de nuevos casos de covid-19; Trump culpa a los médicos

https://t.co/tt07C0lZgm https://t.co/CudlQGEMcb",1
"#Comunicado | Me encuentro en aislamiento preventivo porque mi compañero sentimental dio positivo para Covid-19, sin embargo acompañaré con mucha fuerza la llegada de la Peregrinación #PorLaVidaPorLaPaz. ¡Fuerza compañeros y compañeras! 🌹 https://t.co/r8sBIPeG3K",1
Gracias por acompañarnos en nuestra Edición Fin de Semana. Siga informado desde https://t.co/weydAJt990 y siga todas las medidas de bioseguridad para prevenir la propagación de la COVID-19. #NoticiasTVN https://t.co/UjiFvzFGvh,1
Shameless plug: our reusable face masks help you prevent the spread of COVID-19 and look damn good doing it for $20 a piece https://t.co/BJhgaKQb09 https://t.co/tX5539zByz,1
"RT @Foro_TV: Italia endurece las medidas contra COVID-19 para frenar la curva de contagios. #SábadosDeForo 
https://t.co/QM91LobSTi https:/…",1
"#Internacional: Boris Johnson ordena el confinamiento nacional en Inglaterra hasta diciembre como medida contra el coronavirus.

El anuncio llega en momentos en que el país europeo acaba de superar el millón de casos de Covid-19. https://t.co/l1h8FuPNZD",1
Checa aquí cuándo recibirán su aguinaldo los pensionados del IMSS y las alternativas de cobro para evitar aglomeraciones ante la COVID-19 https://t.co/OsYcnZuK8B,1
"Tout savoir sur les 4 nouveaux iPhone 12 d'Apple compatibles avec la 5G  La messe d’#Apple a été quelque peu retardée par la Covid-19,  mais voilà qu’#Apple a levé le voile sur ses #nouveaux téléphones i https://t.co/ob0bTj2xUp https://t.co/GmizzZm9ZT",1
"RT @BernieSanders: Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner.""…",1
"Dr. Rick Bright, who headed agency to develop coronavirus vaccine, doubted whether hydroxychloroquine could prevent Covid-19.

The Lone Danger by Gary Aagaard

Outrage 925 of 1000 #1000hoursofoutrage

https://t.co/XK7950ekmN https://t.co/gnW5QcmCl6",1
Turismo interno: quienes presenten síntomas de COVID-19 deberán llamar al 148 o al 136 https://t.co/W6q14QeLMM vía @Salta24,1
Covid-19: Austria and Portugal announce restrictions https://t.co/tVgDlgQFIc,1
"RT @SSalud_Tab: Comunicado Técnico Diario sobre la situación que guarda la Pandemia del Covid-19 en Tabasco, al corte de las 15:00 horas de…",1
Gracias por acompañarnos en nuestra Edición Fin de Semana. Siga informado desde https://t.co/weydAJt990 y siga todas las medidas de bioseguridad para prevenir la propagación de la COVID-19. #NoticiasTVN https://t.co/UjiFvzFGvh,1
Shameless plug: our reusable face masks help you prevent the spread of COVID-19 and look damn good doing it for $20 a piece https://t.co/BJhgaKQb09 https://t.co/tX5539zByz,1
"Alabama public schools reported 723 cases of COVID-19 among students, teachers and employees in the last week, according to a new state dashboard that debuted Friday. https://t.co/HICh0Oi6ns",1
"RT @Foro_TV: Italia endurece las medidas contra COVID-19 para frenar la curva de contagios. #SábadosDeForo 
https://t.co/QM91LobSTi https:/…",1
"RT @AynRandPaulRyan: My husband is a sleep medicine doctor here in Seattle, the original epicenter of the COVID-19 epidemic.

When his coll…",1
"#Internacional: Boris Johnson ordena el confinamiento nacional en Inglaterra hasta diciembre como medida contra el coronavirus.

El anuncio llega en momentos en que el país europeo acaba de superar el millón de casos de Covid-19. https://t.co/l1h8FuPNZD",1
"Tout savoir sur les 4 nouveaux iPhone 12 d'Apple compatibles avec la 5G  La messe d’#Apple a été quelque peu retardée par la Covid-19,  mais voilà qu’#Apple a levé le voile sur ses #nouveaux téléphones i https://t.co/ob0bTj2xUp https://t.co/GmizzZm9ZT",1
"RT @BernieSanders: Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner.""…",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"Dr. Rick Bright, who headed agency to develop coronavirus vaccine, doubted whether hydroxychloroquine could prevent Covid-19.

The Lone Danger by Gary Aagaard

Outrage 925 of 1000 #1000hoursofoutrage

https://t.co/XK7950ekmN https://t.co/gnW5QcmCl6",1
Turismo interno: quienes presenten síntomas de COVID-19 deberán llamar al 148 o al 136 https://t.co/W6q14QeLMM vía @Salta24,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @SSalud_Tab: Comunicado Técnico Diario sobre la situación que guarda la Pandemia del Covid-19 en Tabasco, al corte de las 15:00 horas de…",1
Vaping produces some of the same symptoms as Covid-19. Skip the Vape and protect your lungs. https://t.co/K9lzmT8INm,1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"2020年度版、COVID-19下のトリックオアトリートです🎃
コロナ対策バッチリなお菓子の受け渡し🍭むしろアトラクション感が増しててより楽しいイベントに仕上がっていました😊
こうして工夫をし対策をしながら季節のイベントを例年通り楽しめるって素晴らしい🇺🇸 https://t.co/naOHKmZ8Zb",1
"RT @EkonomiRakyatMY: Syarikat penerbangan tambang murah, Malindo Airways dilaporkan mengurangkan saiz pekerja akibat pandemik Covid-19 yang…",1
"RT @BernieSanders: Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner.""…",1
RT @ElNacionalWeb: Falleció por covid-19 médico residente en Carabobo #ENSociedad https://t.co/HsRQpa94gd  https://t.co/ssOuVhN856,1
"CORONAVIRUS // Panamá registró 12 muertes por covid-19 y 731 nuevos casos este sábado, informó el Ministerio de Salud. https://t.co/D5CZ67JuLp https://t.co/0sHHecLWgp",1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
"RT @CoronavirusNewv: 🌍 | MUNDO

La OMS advierte que vacunas contra COVID-19 ""no van a ser 100 % efectivas"" https://t.co/zUxGNpsoTM",1
"By placing blame in the name, these hashtags spread hate against anybody who “looks Chinese”—including frontline workers who risk their lives to keep us safe. Let’s call it “COVID-19” and fight it together by supporting our communities. https://t.co/3Cl5PcK5hs  @SherryWhy1 https://t.co/mS3PDaUVge",1
"🚨 New webinar alert! On Nov. 5, @OCCRP's @naberacka will walk us through the investigative process of uncovering Europe's hidden COVID-19 spending. Register and bring questions! https://t.co/wgVebusFtw #CoveringCOVID https://t.co/sNwCTknOdw",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
Test de covid-19 serán obligatorios para ingresar a Nueva York #ENMundo https://t.co/TTyAiLHSzk  https://t.co/hk6xWQEyYY,1
"RT @EkonomiRakyatMY: Syarikat penerbangan tambang murah, Malindo Airways dilaporkan mengurangkan saiz pekerja akibat pandemik Covid-19 yang…",1
"RT @BernieSanders: Lies, lies and more lies. More COVID-19 cases reported yesterday than ever, and Trump says we are ""rounding the corner.""…",1
RT @ElNacionalWeb: Falleció por covid-19 médico residente en Carabobo #ENSociedad https://t.co/HsRQpa94gd  https://t.co/ssOuVhN856,1
"CORONAVIRUS // Panamá registró 12 muertes por covid-19 y 731 nuevos casos este sábado, informó el Ministerio de Salud. https://t.co/D5CZ67JuLp https://t.co/0sHHecLWgp",1
"RT @jljcolorado: Mi video de 5 min., donde explico brevemente qué es la transmisión de la COVID-19 por el aire (aerosoles) y cómo protegern…",1
"RT @CoronavirusNewv: 🌍 | MUNDO

La OMS advierte que vacunas contra COVID-19 ""no van a ser 100 % efectivas"" https://t.co/zUxGNpsoTM",1
"By placing blame in the name, these hashtags spread hate against anybody who “looks Chinese”—including frontline workers who risk their lives to keep us safe. Let’s call it “COVID-19” and fight it together by supporting our communities. https://t.co/3Cl5PcK5hs  @SherryWhy1 https://t.co/mS3PDaUVge",1
"🚨 New webinar alert! On Nov. 5, @OCCRP's @naberacka will walk us through the investigative process of uncovering Europe's hidden COVID-19 spending. Register and bring questions! https://t.co/wgVebusFtw #CoveringCOVID https://t.co/sNwCTknOdw",1
"RT @Gobierno_Tab: La @SSalud_Tab reporta 34,517 casos positivos a COVID-19, 30,656 pacientes recuperados y 3,039 fallecidos, al corte del 3…",1
"RT @thehill: 18 Trump rallies have lead to 30,000 COVID-19 cases, 700 deaths: study https://t.co/uJgrQzz1Hb https://t.co/jaAz61Q872",1
"RT @funder: BREAKING: Stanford study estimates Trump rallies resulted in over 30,000 COVID-19 cases and “more than 700 deaths.” No words. V…",1
"RT @JoeBiden: Every single American deserves access to regular, reliable, and free COVID-19 testing. Period.",1
"RT @NacionalMatanza: 🔴❗#Urgente: La Matanza llegó a 2.000 fallecimidos a causa del COVID-19. Mirá 👉

#COVID19
#Provincia #LaMatanza 
#Salud…",1
"RT @axios: Eighteen Trump campaign rallies ""ultimately resulted"" in more than 30,000 incremental confirmed COVID-19 cases and ""likely led t…",1
